wavelength_nm,transmission_percent,transmission_smoothed_percent,pixel_x,pixel_y
503.744713062624,-0.8381436910935207,-0.8381436910935207,99,416
503.8998453832636,-0.8381436910935207,-0.8381436910935207,100,416
504.0549777039032,-0.8381436910935207,-0.8381436910935206,101,416
504.2101100245428,-0.8381436910935207,-0.8381436910935206,102,416
504.3652423451824,-0.8381436910935207,-0.8381436910935206,103,416
504.52037466582203,-0.8381436910935207,-0.8381436910935229,104,416
504.67550698646164,-0.8381436910935207,-0.8381436910935229,105,416
504.83063930710125,-0.8381436910935207,-0.8381436910935229,106,416
504.98577162774086,-0.8381436910935207,-0.8381436910935229,107,416
505.14090394838047,-0.8381436910935207,-0.8381436910935229,108,416
505.2960362690201,-0.8381436910935207,-0.8381436910935229,109,416
505.45116858965963,-0.8381436910935207,-0.8381436910935229,110,416
505.60630091029924,-0.8381436910935207,-0.8381436910935229,111,416
505.76143323093885,-0.8381436910935207,-0.8381436910935229,112,416
505.91656555157846,-0.8381436910935207,-0.8381436910935229,113,416
506.07169787221807,-0.8381436910935207,-0.8381436910935229,114,416
506.2268301928577,-0.8381436910935207,-0.8381436910935229,115,416
506.3819625134973,-0.8381436910935207,-0.8381436910935229,116,416
506.5370948341369,-0.8381436910935207,-0.8381436910935229,117,416
506.6922271547765,-0.8381436910935207,-0.8381436910935229,118,416
506.8473594754161,-0.8381436910935207,-0.8381436910935229,119,416
507.0024917960557,-0.8381436910935207,-0.8381436910935229,120,416
507.15762411669533,-0.8381436910935207,-0.8381436910935229,121,416
507.31275643733494,-0.8381436910935207,-0.8381436910935229,122,416
507.46788875797455,-0.8381436910935207,-0.8381436910935229,123,416
507.62302107861416,-0.8381436910935207,-0.8381436910935229,124,416
507.77815339925377,-0.8381436910935207,-0.8381436910935229,125,416
507.9332857198933,-0.8381436910935207,-0.8381436910935229,126,416
508.08841804053293,-0.8381436910935207,-0.8381436910935229,127,416
508.24355036117254,-0.8381436910935207,-0.8381436910935229,128,416
508.39868268181215,-0.8381436910935207,-0.8381436910935229,129,416
508.55381500245176,-0.8381436910935207,-0.8381436910935229,130,416
508.70894732309137,-0.8381436910935207,-0.8381436910935229,131,416
508.864079643731,-0.8381436910935207,-0.8381436910935229,132,416
509.0192119643706,-0.8381436910935207,-0.8381436910935229,133,416
509.1743442850102,-0.8381436910935207,-0.8381436910935229,134,416
509.3294766056498,-0.8381436910935207,-0.8381436910935229,135,416
509.4846089262894,-0.8381436910935207,-0.8381436910935229,136,416
509.639741246929,-0.8381436910935207,-0.8381436910935229,137,416
509.79487356756863,-0.8381436910935207,-0.8381436910935229,138,416
509.95000588820824,-0.8381436910935207,-0.8381436910935229,139,416
510.10513820884785,-0.8381436910935207,-0.8381436910935229,140,416
510.26027052948746,-0.8381436910935207,-0.8381436910935229,141,416
510.41540285012707,-0.8381436910935207,-0.8381436910935229,142,416
510.5705351707667,-0.8381436910935207,-0.8381436910935229,143,416
510.7256674914062,-0.8381436910935207,-0.8381436910935229,144,416
510.88079981204584,-0.8381436910935207,-0.8381436910935229,145,416
511.03593213268545,-0.8381436910935207,-0.8381436910935229,146,416
511.19106445332505,-0.8381436910935207,-0.8381436910935229,147,416
511.34619677396466,-0.8381436910935207,-0.8381436910935229,148,416
511.5013290946043,-0.8381436910935207,-0.8381436910935229,149,416
511.6564614152439,-0.8381436910935207,-0.8381436910935229,150,416
511.8115937358835,-0.8381436910935207,-0.8179056373949465,151,416
511.9667260565231,-0.8381436910935207,-0.8229651508195905,152,416
512.1218583771627,-0.8381436910935207,-0.8477005497845174,153,416
512.2769906978023,-0.8381436910935207,-0.9067282064053654,154,416
512.4321230184419,-0.8381436910935207,-0.9488908182773997,155,416
512.5872553390815,-1.0793138310015564,-0.9741883854006204,156,417
512.7423876597211,-1.0793138310015564,-0.9826209077750273,157,417
512.8975199803607,-1.0793138310015564,-0.9741883854006204,158,417
513.0526523010003,-0.8381436910935207,-0.9488908182773997,159,416
513.2077846216399,-0.8381436910935207,-0.9067282064053654,160,416
513.3629169422795,-0.8381436910935207,-0.8477005497845174,161,416
513.5180492629191,-0.8381436910935207,-0.8229651508195905,162,416
513.6731815835587,-0.8381436910935207,-0.8179056373949465,163,416
513.8283139041984,-0.8381436910935207,-0.8381436910935229,164,416
513.983446224838,-0.8381436910935207,-0.8381436910935229,165,416
514.1385785454776,-0.8381436910935207,-0.8381436910935229,166,416
514.2937108661172,-0.8381436910935207,-0.8381436910935229,167,416
514.4488431867568,-0.8381436910935207,-0.8381436910935229,168,416
514.6039755073964,-0.8381436910935207,-0.8381436910935229,169,416
514.759107828036,-0.8381436910935207,-0.8381436910935229,170,416
514.9142401486756,-0.8381436910935207,-0.8381436910935229,171,416
515.0693724693152,-0.8381436910935207,-0.8381436910935229,172,416
515.2245047899548,-0.8381436910935207,-0.8381436910935229,173,416
515.3796371105944,-0.8381436910935207,-0.8381436910935229,174,416
515.534769431234,-0.8381436910935207,-0.8381436910935229,175,416
515.6899017518737,-0.8381436910935207,-0.8381436910935229,176,416
515.8450340725133,-0.8381436910935207,-0.8381436910935229,177,416
516.0001663931529,-0.8381436910935207,-0.8381436910935229,178,416
516.1552987137925,-0.8381436910935207,-0.8381436910935229,179,416
516.3104310344321,-0.8381436910935207,-0.8381436910935229,180,416
516.4655633550717,-0.8381436910935207,-0.8381436910935229,181,416
516.6206956757113,-0.8381436910935207,-0.8381436910935229,182,416
516.7758279963509,-0.8381436910935207,-0.8381436910935229,183,416
516.9309603169905,-0.8381436910935207,-0.8381436910935229,184,416
517.0860926376301,-0.8381436910935207,-0.8381436910935229,185,416
517.2412249582696,-0.8381436910935207,-0.8381436910935229,186,416
517.3963572789092,-0.8381436910935207,-0.8381436910935229,187,416
517.5514895995489,-0.8381436910935207,-0.8381436910935229,188,416
517.7066219201885,-0.8381436910935207,-0.8381436910935229,189,416
517.8617542408281,-0.8381436910935207,-0.8381436910935229,190,416
518.0168865614677,-0.8381436910935207,-0.8381436910935229,191,416
518.1720188821073,-0.8381436910935207,-0.8381436910935229,192,416
518.3271512027469,-0.8381436910935207,-0.8381436910935229,193,416
518.4822835233865,-0.8381436910935207,-0.8381436910935229,194,416
518.6374158440261,-0.8381436910935207,-0.8381436910935229,195,416
518.7925481646657,-0.8381436910935207,-0.8381436910935229,196,416
518.9476804853053,-0.8381436910935207,-0.8381436910935229,197,416
519.102812805945,-0.8381436910935207,-0.8381436910935229,198,416
519.2579451265846,-0.8381436910935207,-0.8381436910935229,199,416
519.4130774472242,-0.8381436910935207,-0.8381436910935229,200,416
519.5682097678638,-0.8381436910935207,-0.8381436910935229,201,416
519.7233420885034,-0.8381436910935207,-0.8381436910935229,202,416
519.878474409143,-0.8381436910935207,-0.8381436910935229,203,416
520.0336067297826,-0.8381436910935207,-0.8381436910935229,204,416
520.1887390504222,-0.8381436910935207,-0.8381436910935229,205,416
520.3438713710618,-0.8381436910935207,-0.8381436910935229,206,416
520.4990036917014,-0.8381436910935207,-0.8179056373949465,207,416
520.654136012341,-0.8381436910935207,-0.8229651508195905,208,416
520.8092683329807,-0.8381436910935207,-0.8477005497845174,209,416
520.9644006536203,-0.8381436910935207,-0.9067282064053654,210,416
521.1195329742599,-0.8381436910935207,-0.9488908182773997,211,416
521.2746652948995,-1.0793138310015564,-0.9741883854006204,212,417
521.4297976155391,-1.0793138310015564,-0.9826209077750273,213,417
521.5849299361787,-1.0793138310015564,-0.9741883854006204,214,417
521.7400622568183,-0.8381436910935207,-0.9488908182773997,215,416
521.8951945774579,-0.8381436910935207,-0.9067282064053654,216,416
522.0503268980975,-0.8381436910935207,-0.8477005497845174,217,416
522.2054592187371,-0.8381436910935207,-0.8229651508195905,218,416
522.3605915393766,-0.8381436910935207,-0.8179056373949465,219,416
522.5157238600162,-0.8381436910935207,-0.8381436910935229,220,416
522.6708561806558,-0.8381436910935207,-0.8381436910935229,221,416
522.8259885012955,-0.8381436910935207,-0.8381436910935229,222,416
522.9811208219351,-0.8381436910935207,-0.8381436910935229,223,416
523.1362531425747,-0.8381436910935207,-0.8381436910935229,224,416
523.2913854632143,-0.8381436910935207,-0.8381436910935229,225,416
523.4465177838539,-0.8381436910935207,-0.8381436910935229,226,416
523.6016501044935,-0.8381436910935207,-0.8381436910935229,227,416
523.7567824251331,-0.8381436910935207,-0.8381436910935229,228,416
523.9119147457727,-0.8381436910935207,-0.8381436910935229,229,416
524.0670470664123,-0.8381436910935207,-0.8381436910935229,230,416
524.2221793870519,-0.8381436910935207,-0.8381436910935229,231,416
524.3773117076915,-0.8381436910935207,-0.8381436910935229,232,416
524.5324440283312,-0.8381436910935207,-0.8381436910935229,233,416
524.6875763489708,-0.8381436910935207,-0.8381436910935229,234,416
524.8427086696104,-0.8381436910935207,-0.8381436910935229,235,416
524.99784099025,-0.8381436910935207,-0.8381436910935229,236,416
525.1529733108896,-0.8381436910935207,-0.8381436910935229,237,416
525.3081056315292,-0.8381436910935207,-0.8381436910935229,238,416
525.4632379521688,-0.8381436910935207,-0.8381436910935229,239,416
525.6183702728084,-0.8381436910935207,-0.8381436910935229,240,416
525.773502593448,-0.8381436910935207,-0.8381436910935229,241,416
525.9286349140876,-0.8381436910935207,-0.8381436910935229,242,416
526.0837672347272,-0.8381436910935207,-0.8381436910935229,243,416
526.2388995553669,-0.8381436910935207,-0.8381436910935229,244,416
526.3940318760065,-0.8381436910935207,-0.8381436910935229,245,416
526.5491641966461,-0.8381436910935207,-0.8381436910935229,246,416
526.7042965172857,-0.8381436910935207,-0.8381436910935229,247,416
526.8594288379253,-0.8381436910935207,-0.8381436910935229,248,416
527.0145611585649,-0.8381436910935207,-0.8381436910935229,249,416
527.1696934792045,-0.8381436910935207,-0.8381436910935229,250,416
527.3248257998441,-0.8381436910935207,-0.8381436910935229,251,416
527.4799581204836,-0.8381436910935207,-0.8381436910935229,252,416
527.6350904411232,-0.8381436910935207,-0.8381436910935229,253,416
527.7902227617628,-0.8381436910935207,-0.8381436910935229,254,416
527.9453550824024,-0.8381436910935207,-0.8381436910935229,255,416
528.100487403042,-0.8381436910935207,-0.8381436910935229,256,416
528.2556197236817,-0.8381436910935207,-0.8381436910935229,257,416
528.4107520443213,-0.8381436910935207,-0.8381436910935229,258,416
528.5658843649609,-0.8381436910935207,-0.8381436910935229,259,416
528.7210166856005,-0.8381436910935207,-0.8381436910935229,260,416
528.8761490062401,-0.8381436910935207,-0.8381436910935229,261,416
529.0312813268797,-0.8381436910935207,-0.8179056373949465,262,416
529.1864136475193,-0.8381436910935207,-0.8229651508195905,263,416
529.3415459681589,-0.8381436910935207,-0.8477005497845174,264,416
529.4966782887985,-0.8381436910935207,-0.9067282064053654,265,416
529.6518106094381,-0.8381436910935207,-0.9488908182773997,266,416
529.8069429300778,-1.0793138310015564,-0.9944264390991968,267,417
529.9620752507174,-1.0793138310015564,-0.9977994480489596,268,417
530.117207571357,-1.0793138310015564,-0.9646315267096258,269,417
530.2723398919966,-0.8381436910935207,-0.9005443566641337,270,416
530.4274722126362,-0.8381436910935207,-0.8111596194954209,271,416
530.5826045332758,-0.596973551185485,-0.7020989967864255,272,415
530.7377368539154,-0.596973551185485,-0.6301414725248202,273,415
530.892869174555,-0.596973551185485,-0.5862923561779045,274,415
531.0480014951946,-0.596973551185485,-0.5817950109115542,275,415
531.2031338158342,-0.596973551185485,-0.5767354974869101,276,415
531.3582661364738,-0.596973551185485,-0.5969735511854866,277,415
531.5133984571135,-0.596973551185485,-0.5969735511854866,278,415
531.6685307777531,-0.596973551185485,-0.5969735511854866,279,415
531.8236630983927,-0.596973551185485,-0.5969735511854866,280,415
531.9787954190323,-0.596973551185485,-0.5969735511854866,281,415
532.1339277396719,-0.596973551185485,-0.5969735511854866,282,415
532.2890600603115,-0.596973551185485,-0.5969735511854866,283,415
532.4441923809511,-0.596973551185485,-0.5969735511854866,284,415
532.5993247015906,-0.596973551185485,-0.6172116048840619,285,415
532.7544570222303,-0.596973551185485,-0.6121520914594181,286,415
532.9095893428698,-0.596973551185485,-0.6076547461930693,287,415
533.0647216635094,-0.596973551185485,-0.5638056298461558,288,415
533.219853984149,-0.596973551185485,-0.4918481055845533,289,415
533.3749863047886,-0.3558034112774635,-0.4030255365741373,290,414
533.5301186254283,-0.3558034112774635,-0.30858128598078316,291,414
533.6852509460679,-0.1146332713694278,-0.21975871697036647,292,413
533.8403832667075,-0.1146332713694278,-0.16803924640733914,293,413
533.9955155873471,-0.1146332713694278,-0.13936867033435613,294,413
534.1506479079867,-0.1146332713694278,-0.12531446637700897,295,413
534.3057802286263,-0.1146332713694278,-0.05167043764052265,296,413
534.4609125492659,-0.1146332713694278,-0.001637471552376714,297,413
534.6160448699055,0.1265368685386079,0.14452624960400667,298,412
534.7711771905451,0.3677070084466436,0.3182362105167853,299,411
534.9263095111847,0.6088771483546651,0.5166815703944906,300,410
535.0814418318243,0.6088771483546651,0.7111917531641407,301,410
535.236574152464,1.0912174281707365,0.9332481756901856,302,408
535.3917064731036,1.0912174281707365,1.1170771634522536,303,408
535.5468387937432,1.3323875680787722,1.3537499580939365,304,407
535.7019711143828,1.573557707986808,1.6370827098740053,305,406
535.8571034350224,2.055897987802865,2.041281615687236,306,404
536.012235755662,2.297068127710901,2.4061287504199003,307,403
536.1673680763016,3.0205785474349938,2.870479649170565,308,400
536.3225003969412,3.502918827251065,3.454010197479512,309,398
536.4776327175808,4.226429246975158,4.0881358800349,310,395
536.6327650382204,4.467599386883194,4.829635680824402,311,394
536.78789735886,5.673450086423358,5.6723257501067845,312,389
536.9430296794997,6.8793007859635225,6.693785293726591,313,384
537.0981620001393,7.602811205687615,7.655655012567255,314,381
537.2532943207789,9.049832045135815,8.951452617434423,315,375
537.4084266414185,10.25568274467598,10.255120576517706,316,370
537.5635589620581,11.943873724032201,11.679654689634155,317,363
537.7186912826976,12.667384143756294,13.434181511669054,318,360
537.8738236033373,16.04376610246875,15.415824269654642,319,346
538.0289559239768,16.76727652219286,17.579609510927416,320,343
538.1840882446164,20.143658480905316,19.857514888333824,321,329
538.339220565256,22.796530019893666,22.295638190853964,322,318
538.4943528858956,24.725891139157923,24.840573443449927,323,310
538.6494852065352,27.378762678146288,27.268015550962488,324,299
538.8046175271749,29.54929393731858,29.966984878930937,325,290
538.9597498478145,32.684505756123,32.50686061810225,326,277
539.1148821684541,35.09620715520333,34.995016886710545,327,267
539.2700144890937,37.990248834099724,37.99924352463252,328,255
539.4251468097333,40.88429051299611,40.835381883224656,329,243
539.5802791303729,43.53716205198447,43.88120896486038,330,232
539.7354114510125,46.19003359097283,46.84720816801838,331,221
539.8905437716521,51.25460652904151,49.95262507443324,332,200
540.0456760922917,51.97811694876561,52.798882459874676,333,197
540.2008084129313,56.07800932720216,55.59342037475307,334,180
540.355940733571,58.007370446466425,58.10912288311775,335,172
540.5110730542106,60.66024198545478,60.27459462886541,336,161
540.6662053748502,61.866092684994946,62.24274535105194,337,156
540.8213376954898,64.5189642239833,64.30983766909819,338,145
540.9764700161294,65.48364478361543,65.9732932494895,339,141
541.131602336769,67.41300590287969,67.55692095140307,340,133
541.2867346574086,69.58353716205198,68.92804908948162,341,124
541.4418669780482,70.06587744186805,70.13502412533838,342,122
541.5969992986878,71.27172814140822,71.0462987099326,343,117
541.7521316193274,71.51289828131624,71.87886975236569,344,116
541.907263939967,72.47757884094838,72.42642153854383,345,112
542.0623962606066,72.71874898085642,72.88627509202816,346,111
542.2175285812463,73.44225940058051,73.37423705342715,347,108
542.3726609018859,73.68342954048853,73.68399170864703,348,107
542.5277932225255,73.92459968039657,73.92122667144699,349,106
542.6829255431651,74.1657698203046,73.98025432806784,350,105
542.8380578638047,73.92459968039657,73.93528087540435,351,106
542.9931901844443,73.68342954048853,73.7660682597579,352,107
543.1483225050838,73.44225940058051,73.49510320746032,353,108
543.3034548257234,73.20108926067248,73.18759722487363,354,109
543.458587146363,72.71874898085642,72.7833983190604,355,111
543.6137194670026,72.47757884094838,72.40224830773721,356,112
543.7688517876422,71.75406842122428,71.88111842499886,357,115
543.9239841082818,71.51289828131624,71.35773986962735,358,116
544.0791164289215,70.54821772168413,70.66683520308429,359,120
544.2342487495611,70.06587744186805,69.93995177441042,360,122
544.3893810702007,68.86002674232789,69.08658051012047,361,127
544.5445133908403,68.37768646251183,68.07523999334995,362,129
544.6996457114799,66.6894954831556,66.95764969466191,363,136
544.8547780321195,65.9659850634315,65.69670651560895,364,139
545.0099103527591,64.27779408407527,64.32389187305554,365,146
545.1650426733987,62.589603104719046,62.802102668554255,366,153
545.3201749940383,61.38375240517888,61.122344211572425,367,158
545.4753073146779,59.21322114600659,59.36950389401241,368,167
545.6304396353175,57.76620030655839,57.705486145462814,369,173
545.7855719559572,55.35449890747807,55.78343321225637,370,183
545.9407042765968,53.66630792812184,53.58760438596085,371,190
546.0958365972364,51.495776668949546,51.16915696898099,372,199
546.250968917876,49.80758568959332,48.63265423875944,373,206
546.4061012385156,44.98418289143267,45.8965818123436,374,226
546.5612335591552,42.813651632260374,43.20548283859125,375,235
546.7163658797948,40.401950233180045,40.403636737655034,376,245
546.8714982004344,37.74907869419169,37.75245170314155,377,256
547.026630521074,35.33737729511137,35.20414344159583,378,266
547.1817628417136,33.16684603593907,33.076899130612155,379,275
547.3368951623532,30.51397449695071,30.82148047953749,380,286
547.4920274829929,28.584613377686452,28.43620098389697,381,294
